sentence1	sentence2	label
He was of two minds , one reveled in the peace of this village .	He loved the smiling villagers who loved each other .	neutral
There 's only one thing for me to do . ''	There 's a few things left for me to do .	contradiction
Mr. Inglethorp , said the Coroner , `` you have heard your wife 's dying words repeated here .	Mr. Inglethorp , we are sorry we could n't repeat your wife 's dying words .	contradiction
'We ca n't find him , Benjamin , ' Lincoln/Natalia said .	After 12 hours looking for him , Lincoln/Natalia gave up .	neutral
Oh yeah ? San Barenakedino ? How 's he ? Clarisse and Onardo both asked .	Clarisse and Onardo do n't care how San Barenakedino is doing .	contradiction
Say , man , do n't you know you 've been given up for dead ?	You were thought to be dead !	entailment
His arm came up over his eyes , cutting off the glare .	Everything was dark , and he could n't see a thing .	contradiction
Occasionally , he 'd wince and apologise for any incoherence .	He winced and apologized for any confusing speech , sometimes .	entailment
The long-sought , the mysterious , the elusive Jane Finn !	Jane Finn is as beautiful as she is mysterious .	neutral
Jon twisted the man 's wrist .	Jon grabbed the man and yelled at him .	neutral
Piccadilly Tube station .	Piccadilly Circus station .	contradiction
Finish it , someone yelled .	Someone yelled to finish the battle .	neutral
Sir James 's presence in Manchester was not accidental .	Manchester was not the place that Sir James had intended to go .	contradiction
Come on , let 's have tea .	Let 's have tea .	entailment
Tommy had a healthy and vigorous appetite .	Tommy 's appetite was huge .	entailment
Jon was fighting at full speed , sweat forming on his brow .	Jon was bleeding from his brow .	contradiction
But you will find it all right . ''	You will find it lacking .	contradiction
'You 've double-crossed me about four times in one afternoon .	I have to fire you because you wo n't stop crossing me .	neutral
I turned a curve and I was just in time to see him ring the bell and get admitted to the house .	By the time I turned the curve I was too late to see him admitted into the house , and could only hear the bell .	contradiction
Oh , what a fool I feel !	I am such a fool !	entailment
They look just as good as new . '' They cut them carefully and ripped away the oilskin .	They look really old even though they 're new .	contradiction
Look here , you 've been asking me a lot of questions .	Look here , you have barely asked me any question .	contradiction
Her eyes flashed continually from one window to the other .	Each of the windows she was looking at were large and brightly lit .	neutral
We 've been a couple of mutts , who 've bitten off a bigger bit than they can chew .	We 've gotten ourselves into something bigger than we can handle .	entailment
Jon saw him ride into the smoke .	He rode off into the smoke as Jon watched .	entailment
Each of them was as tough as a thick tree and loyal to the death .	They were loyal to their leader .	neutral
He had forgotten about Adrin .	He remembered Adrin all this time .	contradiction
I was pulled into the bar .	I managed to escape their grasp and ran just outside the bar .	contradiction
Anyway , thank you very much for trying to help us .	Thanks for all your help .	entailment
HE KNOWS ABOUT THE MINES .	He is aware that the mines exist .	entailment
Jon drew it out and stabbed again in the man 's throat .	Jon stabbed the man in the throat once and then stabbed the man in the chest .	neutral
Yet Mrs. Inglethorp ordered a fire !	Mrs. Inglethorp was cold and shivering .	neutral
Czarek had to fight for attention :	Czarek had to fight two people for attention .	neutral
What a lot of bottles ! I exclaimed , as my eye travelled round the small room .	They had drank too many beers .	neutral
By placing ” one card ” on another ” with mathematical ” precision ! '' I watched the card house rising under his hands , story by story .	I watched as he built the house , story by story .	entailment
`` An egg has got to hatch , '' he said .	A chick must hatch from an egg .	neutral
Or anything else you wanted and could n't keep against magic .	Magic had little power .	contradiction
On my honour , I will hang him as high as Haman ! ''	I will not hang him .	contradiction
Eh ! Monsieur Lawrence , called Poirot .	Poirot requested the attention of Monsieur Lawrence .	entailment
'Best we could hope for . '	We hoped .	entailment
Yes , undoubtedly the hand of Mr. Brown ! Mr. Carter paused .	Carter was excited .	neutral
He bent down to study the tiny little jeweled gears .	He bent down to examine the decorated gears .	entailment
Oh , what a fool I feel !	I am beyond proud .	contradiction
I touched my palm to his mutilated cheek , and tried to stem my instinctive revulsion .	Luckily both of his cheeks remained unharmed .	contradiction
The sunlight , piercing through the branches , turned the auburn of her hair to quivering gold .	The auburn of her hair became golden then the sunlight hit it .	entailment
The end is near ! Then a shout went up , and Hanson jerked his eyes from the gears to focus on a group of rocs that were landing at the far end of the camp .	It 's all over , Hanson whispered as he stared at the gears .	contradiction
And then I was off , the world exploding behind me .	The world exploded behind me .	entailment
Recently I met a guy at a party over at San Barenakedino 's . '	I met a guy at a party that I went to .	entailment
He sat for a moment in silence .	Seated , he let silence surround him .	entailment
She leaned back in her chair .	She was sitting on a red chair .	neutral
He loved her .	She was loved by him .	entailment
Jon replaced Susan 's cloak with a white robe and a head scarf , also quite dirty .	He did n't want the men to recognize her .	neutral
It is nice to be reminded that people remember .	It made me feel good that people remembered .	entailment
'Pardon me for saying so , but I really do n't think this is the time for an entree , ' I said .	I did n't think it was time for a main course , but dessert sounded good .	neutral
His politeness sounded strange coming from a desert nomad .	Being such a young desert nomad , his politeness sounded strange .	neutral
Perhaps San'doro 's views had grown into him .	San'doro had not impacted him at all .	contradiction
What have we for lunch ?	What are we going to have for supper ?	contradiction
Tuppence seized the bell and Jane the knocker .	Tuppence and Jane did not go up to the door .	contradiction
'Not entirely , ' I snapped , harsher than intended .	Not entirely , I snapped back at my boss .	neutral
'I saw him get aboard myself .	I never saw him get on .	contradiction
The world ripped apart around them replaced with a world of fear and blood and fire .	They were living in a land filled with turmoil .	entailment
In the midst of a final desultory polishing of her silver , Tuppence was disturbed by the ringing of the front door bell , and went to answer it .	Tuppence 's front door bell ran and disturbed her silver polishing .	entailment
The last stages of uploading are like a mental dry-heave .	The final part of uploading feels like a mental dry-heave .	entailment
Sometimes it flattens entire neighbourhoods to make life easier for them .	They do not mean to flatten neighborhoods .	contradiction
The tents had been burned , but there was a new building where the main tent had been .	The tents had replaced the building .	contradiction
Jon shifted and the sword tip slid past .	Jon was too slow and the sword got him in the stomach .	contradiction
Do not talk .	Do n't say anything .	entailment
He 's a bad lot .	He 's a dishonest person	neutral
He turned and saw Jon sleeping in his half-tent .	He saw Jon was pacing around .	contradiction
Every fresh circumstance seems to establish it more clearly . ''	Every new thing seems to disprove it .	contradiction
And Doctor Perennial just stood there and when the evil drill sergeant woke up in him once again , he received an SMs .	Doctor Perennial was standing when the evil drill sergeant woke up .	entailment
Oh my God , I 'm actually intimidated by a Simulacra .	Simulacra does not intimidate me at all .	contradiction
Now it 's my turn , and even if I 'm walking in a dead man 's shoes , I can make my way afresh .	It 's my turn to change things for myself .	entailment
Her voice was doubtful .	Her voice was ironclad and radiated confidence .	contradiction
All of a sudden I sat down on the edge of the table , and put my face in my hands , sobbing out a 'Mon Dieu !	I had stood my ground for days , but I broke down and started crying .	neutral
I have kept you and clothed you and fed you !	I have never fed you .	contradiction
It spoke of thousands of years , even before the times of the old empire .	The old Empire died out .	neutral
120 `` You do not think I ought to go to the police ? ''	So you want me to call the cops ?	contradiction
'It 's that kind of world . '	The world is getting better .	neutral
17 `` Surely you are not thinking of refusing ?	You should pass up the opportunity .	contradiction
There were maybe three hundred people present .	It was a large crowd for a party .	neutral
Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit .	There are piles around the hole .	entailment
Overlapping the others ?	Separate from the others ?	contradiction
In about a quarter of an hour the bell rang , and Tuppence repaired to the hall to show the visitor out .	After 15 minutes , nothing happened and Tuppence and the visitor decided that it was time to eat some lunch .	contradiction
Even after having just seen Adrin 's skill with his rapier , Ca'daan had not seen a man move so sure and so naturally with such devastating results .	Ca'daan just saw Adrian 's skill with his rapier .	entailment
Against his own advice , Ca'daan dared to stare off the edge once as they neared the end .	Ca'daan did not follow his own advice .	entailment
'You 've double-crossed me about four times in one afternoon .	You 've stepped over me more than one time today alone .	entailment
Why bother to sacrifice your lives for dirt farmers and slavers ?	People sacrifice their lives for farmers and slaves .	neutral
He and his wife had lived at Styles Court in every luxury , surrounded by her care and attention .	She was cared for very well at Styles Court .	entailment
Look , it 's your skin , but you 're going to be in trouble if you do n't get busy .	You should get to work soon so you do n't get in trouble .	entailment
said San'doro .	San'doro said nothing .	contradiction
No , monsieur .	Yes , mademoiselle..	contradiction
Complacency came easily after a couple of weeks without capture .	We stayed vigilant .	contradiction
Why should n't he be ?	There is no reason he should n't be .	entailment
`` The summons was only for Dave Hanson , '' Ser Perth said sternly as the three drew up to him .	The only one that had been invited was Dave Hanson .	entailment
No , John , I said , `` it is n't one of us .	I told John it was not one of us .	entailment
`` So your girl writes that your little farewell activity did n't fare so well , eh ? '' he chortled .	Your farewell activity did n't go well .	entailment
Perhaps a further password would be required , or , at any rate , some proof of identity .	Passwords are unnecessary as they waste additional time .	contradiction
The second half of the book dealt with the use of the true name .	The first part dealt with the use of false names .	neutral
Apartment ... twenty-one B , apparently .	Apparently it was Apartment 21B .	entailment
For the first time I entertained the idea of taking my talents to that particular market… .	I had thought of doing it many times , but I knew I would fail .	contradiction
It can be done , he said at last .	It is possible .	entailment
I could 've afforded a much swankier , up-town place- or at least , a slightly swankier , mid-town place- but all that space would just encourage me to clutter .	I was poor and could only afford a small space .	contradiction
